jittered_title,seed_title,onet_code,onet_name
Cleaner - Parts Department - Car Dealership,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Parts Cleaning Technician - Heavy Equipment,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Parts Cleaner - Warehouse Environment - No Experience Necessary,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Parts Cleaning Associate - 1st Shift - Competitive Pay,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Job Superintendent - Commercial Construction - $120k+,Job Superintendent,11-9021.00,Construction Managers
Superintendent - Residential Building - 5+ Years Exp,Job Superintendent,11-9021.00,Construction Managers
Construction Job Superintendent - High-Rise Projects,Job Superintendent,11-9021.00,Construction Managers
Job Superintendent - Industrial Construction - Safety-Focused,Job Superintendent,11-9021.00,Construction Managers
Senior Job Superintendent - Large-Scale Development Projects,Job Superintendent,11-9021.00,Construction Managers
Speech-Language Assistant - Pediatric Therapy - Part-Time,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Speech Language Assistant - School Setting - Full-Time,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
SLP Assistant - Skilled Nursing Facility - PRN,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Speech-Language Assistant - Home Health - Flexible Scheduling,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Speech Language Assistant - Outpatient Clinic - Competitive Pay,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Stock Prep Operator - 3rd Shift - Food Manufacturing,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Stock Preparation Operator - Warehouse Environment - No Experience Necessary,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Stock Prep Associate - 1st Shift - Competitive Pay,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Stock Preparation Operator - Production Line - 2nd Shift,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Stock Prep Technician - Inventory Management - Day Shift,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Fence Erector - $18-$22/hr - Outdoor Work in Landscaping,Fence Erector,47-4031.00,Fence Erectors
Fence Installation Crew Lead - Commercial Fencing Projects,Fence Erector,47-4031.00,Fence Erectors
Fence Erector Wanted - Competitive Pay & Benefits,Fence Erector,47-4031.00,Fence Erectors
Fence Builder - Residential & Commercial Fencing,Fence Erector,47-4031.00,Fence Erectors
Fencing Laborer - Immediate Hire - Outdoor Physical Work,Fence Erector,47-4031.00,Fence Erectors
"Bulk Delivery Driver - Class A CDL - $5,000 Sign-On Bonus",Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Delivery Driver - Bulk Petroleum Products - Home Daily,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Bulk Fuel Delivery Driver - Competitive Pay & Benefits,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Class A CDL Bulk Delivery Driver - Local Routes,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Bulk Delivery Driver - Hazmat & Tanker Endorsements Required,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Medical Billing Coordinator - Orthopedic Practice,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing Coordinator - Full-Time - Physician Billing Company,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing & Insurance Coordinator - Medical Office,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing Coordinator - Medical Billing Company - Remote,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing & Coding Coordinator - Healthcare Organization,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Station Agent - Part-Time - Airport Operations,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent - Airline Industry - Customer Service,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent - Baggage Handling - Major Airline,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent - Airport Customer Service Representative,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent - Flight Operations - International Airline,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Motorboat Operator - US Coast Guard Licensed - Water Taxi,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Captain - Tour Operations - Lake Tahoe,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Operator - Fishing Charters - Florida Keys,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Pilot - Ferry Service - San Francisco Bay,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Captain - Safety & Emergency Response - Oil Rig,Motorboat Operator,53-5022.00,Motorboat Operators
Cytology Applications Specialist - Histology Laboratory,Cytology Applications Specialist,29-2011.02,Cytotechnologists
Senior Cytology Applications Specialist - Remote Opportunity,Cytology Applications Specialist,29-2011.02,Cytotechnologists
Cytology Applications Specialist (Histology) - Competitive Salary,Cytology Applications Specialist,29-2011.02,Cytotechnologists
Cytology Applications Specialist - Oncology Focus,Cytology Applications Specialist,29-2011.02,Cytotechnologists
Cytology Applications Specialist - Medical Device Industry,Cytology Applications Specialist,29-2011.02,Cytotechnologists
Locksmith - Commercial & Residential Services,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Locksmith Wanted - 24/7 Emergency Service,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Senior Locksmith - Automotive & Industrial,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Locksmith Position - Full-Time with Benefits,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Locksmith Opportunity - Government Contracts,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Carpenter's Helper - New Construction Projects,Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpenter's Helper - Residential Remodeling,Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpenter's Helper - Join Our Team Today!,Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpenter's Helper - Commercial Building Experience,Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpenter's Helper - Union Shop - Competitive Pay,Carpenter's Helper,47-3012.00,Helpers--Carpenters
Machine Tender - 2nd Shift - Extrusion Department,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Machine Tender - Injection Molding,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Machine Tender Opportunity - Medical Device Manufacturing,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Machine Tender - Day Shift - Production Line,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Machine Tender - Textile Industry - Entry-Level,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Process Improvement Engineer - Lean Six Sigma Black Belt,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Process Improvement Engineer - Manufacturing Operations,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Senior Process Improvement Engineer - Supply Chain Optimization,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Process Improvement Engineer - Pharmaceutical Industry,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Process Improvement Engineer - Data-Driven Decision Making,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Quality Director - Medical Device Manufacturing - 10+ Years Exp Required,Quality Director,11-3051.01,Quality Control Systems Managers
Director of Quality Assurance - Biotech Firm,Quality Director,11-3051.01,Quality Control Systems Managers
Quality Director - Food Safety & Compliance - Manufacturing,Quality Director,11-3051.01,Quality Control Systems Managers
Vice President of Quality & Regulatory Affairs - Medical Devices,Quality Director,11-3051.01,Quality Control Systems Managers
Quality Director - Automotive Industry - Relocation Assistance,Quality Director,11-3051.01,Quality Control Systems Managers
Project Engineering Manager - Capital Projects - Up to $150k,Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Engineering Manager - Project Management - Aerospace,Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Project Engineering Manager - Construction Industry - Top Pay,Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Senior Project Engineering Manager - Renewable Energy,Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Project Engineering Manager - Manufacturing Operations - Bonus Eligible,Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Chief Meteorologist - Top 10 Market - ABC Affiliate,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Broadcast Meteorologist - Morning News Team - CBS O&O,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Meteorologist - Weekend Evening News - NBC Affiliate,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Weather Anchor - Fox Affiliate - Top 20 Market,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Meteorologist - National Weather Service - Government Agency,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Senior Fire Protection Engineer - PE License Required - 10+ Years Exp,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Fire Protection Engineer (FP Engineer) - Industrial Facilities,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Fire Protection Engineer - Government Contracting - Clearance Required,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Lead Fire Protection Engineer - Data Center Projects,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Fire Protection Engineer - Oil & Gas Industry - Relocation Assistance,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Dog Obedience Instructor - Pet Store - Part-Time,Dog Obedience Instructor,39-2011.00,Animal Trainers
Certified Dog Trainer - Obedience & Behavior - Full-Time,Dog Obedience Instructor,39-2011.00,Animal Trainers
Dog Obedience Instructor - Kennel Club - Weekend Classes,Dog Obedience Instructor,39-2011.00,Animal Trainers
Head Dog Trainer - Obedience & Agility - Established Business,Dog Obedience Instructor,39-2011.00,Animal Trainers
Canine Behaviorist & Obedience Instructor - Animal Shelter - Non-Profit,Dog Obedience Instructor,39-2011.00,Animal Trainers
"Camera Operator - Live Events (Sports, Concerts, etc.)",Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Senior Camera Operator - News and Current Affairs,Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Camera Operator Wanted - Reality TV Show (Immediate Start),Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Freelance Camera Operator - Corporate Video Productions,Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Camera Operator - Film and TV Production Company (LA-based),Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Photogrammetrist - Remote Sensing & GIS Analysis,Photogrammetrist,17-1021.00,Cartographers and Photogrammetrists
Senior Photogrammetrist - Aerial Mapping and Survey,Photogrammetrist,17-1021.00,Cartographers and Photogrammetrists
Photogrammetry Specialist - 3D Modeling and Visualization,Photogrammetrist,17-1021.00,Cartographers and Photogrammetrists
Photogrammetrist Opportunity - Geospatial Intelligence Agency,Photogrammetrist,17-1021.00,Cartographers and Photogrammetrists
Photogrammetrist - Land Surveying and Mapping Services,Photogrammetrist,17-1021.00,Cartographers and Photogrammetrists
Fire Inspector - Commercial Properties (Nationwide),Fire Inspector,33-2021.00,Fire Inspectors and Investigators
Fire Safety Inspector - Oil and Gas Industry,Fire Inspector,33-2021.00,Fire Inspectors and Investigators
Fire Prevention Inspector - Municipal Government,Fire Inspector,33-2021.00,Fire Inspectors and Investigators
Fire Code Inspector - Large Metropolitan Area,Fire Inspector,33-2021.00,Fire Inspectors and Investigators
Fire Inspector - Risk Management and Compliance,Fire Inspector,33-2021.00,Fire Inspectors and Investigators
Diamond Sawer - Stone Fabrication and Installation,Diamond Sawer,51-9071.06,Gem and Diamond Workers
Diamond Sawing Machine Operator - Heavy Construction,Diamond Sawer,51-9071.06,Gem and Diamond Workers
Diamond Sawing Technician - Highway and Bridge Projects,Diamond Sawer,51-9071.06,Gem and Diamond Workers
Diamond Sawer Wanted - Large Quarry Operation,Diamond Sawer,51-9071.06,Gem and Diamond Workers
Diamond Sawing Specialist - Monument and Memorial Industry,Diamond Sawer,51-9071.06,Gem and Diamond Workers
